file_number,message_id,topic,link,domain,top_level_domain
168,message #40,Is BIRT good for Eclipse?,http://www.cbronline.com/article_news.asp?guid=70F9AADC-ADDB-4B4B-86C3-97870F5BFA82,www.cbronline.com,com
168,message #40,Is BIRT good for Eclipse?,http://www.eclipse.org/newsportal/article.php?id=39&group=eclipse.birt,www.eclipse.org,org
168,message #40,Is BIRT good for Eclipse?,https://bugs.eclipse.org/bugs/show_bug.cgi?id=73282,bugs.eclipse.org,org
168,message #40,Is BIRT good for Eclipse?,http://lazaridis.com,lazaridis.com,com
168,message #40,Is BIRT good for Eclipse?,http://jasperreports.sourceforge.net,jasperreports.sourceforge.net,net
168,message #40,Is BIRT good for Eclipse?,http://www.swtworkbench.com,www.swtworkbench.com,com
168,message #40,Is BIRT good for Eclipse?,http://essentialdata.sf.net,essentialdata.sf.net,net
168,message #40,Is BIRT good for Eclipse?,http://www.jasperassistant.com,www.jasperassistant.com,com
168,message #40,Is BIRT good for Eclipse?,http://www.eclipse.org/newsportal/article.php?id=30461&group=eclipse.platform,www.eclipse.org,org
168,message #40,Is BIRT good for Eclipse?,http://www.schtoo.com,www.schtoo.com,com
168,message #40,Is BIRT good for Eclipse?,http://www.eclipse.org/newsportal/article.php?id=17&group=eclipse.foundation,www.eclipse.org,org
204,message #58,BIRT Charter Approved,http://www.eclipse.org/org/directors.html,www.eclipse.org,org
204,message #58,BIRT Charter Approved,https://bugs.eclipse.org/bugs/show_bug.cgi?id=57040,bugs.eclipse.org,org
204,message #58,BIRT Charter Approved,http://www.netbeans.org/community/issues.html,www.netbeans.org,org
204,message #58,BIRT Charter Approved,https://bugs.eclipse.org/bugs/show_bug.cgi?id=73282,bugs.eclipse.org,org
204,message #58,BIRT Charter Approved,http://www.netbeans.org/community/lists/top.html#community,www.netbeans.org,org
204,message #58,BIRT Charter Approved,http://www.eclipse.org/newsportal/article.php?id=64&group=eclipse.birt,www.eclipse.org,org
204,message #58,BIRT Charter Approved,http://lazaridis.com,lazaridis.com,com
216,message #63,Welcome to the Data Tools newsgroup!,http://www.eclipse.org/proposals/eclipse-dtp/index.html,www.eclipse.org,org
216,message #63,Welcome to the Data Tools newsgroup!,http://www.eclipse.org/webmaster/faq.html,www.eclipse.org,org
216,message #63,Welcome to the Data Tools newsgroup!,http://www.eclipse.org/webmaster/main.html,www.eclipse.org,org
235,message #68,How will this work with the WTP Data Tools?,http://www.eclipse.org/webtools/index.html,www.eclipse.org,org
245,message #80,Offer of help,http://www.schemester.com,www.schemester.com,com
245,message #80,Offer of help,http://www.borland.com/news/press_releases/2005/02_28_05_borland_amplifies_eclipse_support.html,www.borland.com,com
245,message #80,Offer of help,http://www.agiledata.org,www.agiledata.org,org
268,message #88,Please study: Single Source Authoring Domain,http://lazaridis.com,lazaridis.com,com
274,message #89,Similar Features...,http://sourceforge.net/projects/dbclipse,sourceforge.net,net
280,message #93,[PROJECT] - Localization and Translation Tools,http://www.eclipse.org/newsportal/article.php?id=29630&group=eclipse.platform,www.eclipse.org,org
280,message #93,[PROJECT] - Localization and Translation Tools,http://lazaridis.com,lazaridis.com,com
307,message #98,Another offer to help,http://www.pervasive.com/psql/9rc/index.asp,www.pervasive.com,com
315,message #99,[PROJECT] - Phased Adoption Framework,http://www.eclipse.org/newsportal/article.php?id=79&group=eclipse.birt,www.eclipse.org,org
315,message #99,[PROJECT] - Phased Adoption Framework,http://lazaridis.com,lazaridis.com,com
338,message #117,New DTP Project Proposed!,http://www.darwinsys.com/,www.darwinsys.com,com
346,message #119,BIRT Time plan,http://www.actuate.com,www.actuate.com,com
365,message #123,Data Modeling Notations,http://www.agiledata.org/essays/umlDataModelingProfile.html,www.agiledata.org,org
365,message #123,Data Modeling Notations,http://www.sdmagazine.com/documents/s=9604/sdm0504i/sdm0504i.htm,www.sdmagazine.com,com
365,message #123,Data Modeling Notations,http://www.agilemodeling.com/essays/realisticUML.htm,www.agilemodeling.com,com
379,message #125,O/R mapping,http://www.agiledata.org/essays/mappingObjects.html,www.agiledata.org,org
391,message #127,project status?,http://www.actuate.com,www.actuate.com,com
401,message #140,Actuate's Motives?,http://reportmill.com,reportmill.com,com
401,message #140,Actuate's Motives?,http://www.actuate.com/corporate/corporateresources.asp?ArticleId=7256,www.actuate.com,com
413,message #143,Welcome to the Target Management newsgroup!,http://www.eclipse.org/dsdp/,www.eclipse.org,org
413,message #143,Welcome to the Target Management newsgroup!,http://www.eclipse.org/dsdp/tm,www.eclipse.org,org
413,message #143,Welcome to the Target Management newsgroup!,http://dev.eclipse.org/mhonarc/lists/dsdp-tm-dev/msg00257.html,dev.eclipse.org,org
422,message #144,Welcome to the eclipse.dsdp.tml newsgroup!,http://www.eclipse.org/proposals/tml/,www.eclipse.org,org
422,message #144,Welcome to the eclipse.dsdp.tml newsgroup!,http://wiki.eclipse.org/index.php/Webmaster_FAQ,wiki.eclipse.org,org
422,message #144,Welcome to the eclipse.dsdp.tml newsgroup!,http://wiki.eclipse.org/index.php/WebMaster,wiki.eclipse.org,org
439,message #146,Welcome,http://dev.eclipse.org/bugs/,dev.eclipse.org,org
452,message #149,Doug's Sabbatical,http://www.eclipse.org/dsdp/,www.eclipse.org,org
463,message #150,Welcome to the Device Software Development Platform newsgroup!,http://eclipse.org/proposals/eclipse-dsdp/index.html,eclipse.org,org
463,message #150,Welcome to the Device Software Development Platform newsgroup!,http://www.eclipse.org/webmaster/faq.html,www.eclipse.org,org
463,message #150,Welcome to the Device Software Development Platform newsgroup!,http://www.eclipse.org/webmaster/main.html,www.eclipse.org,org
478,message #151,Welcome to eclipse.blinki,http://www.eclipse.org/proposals/,www.eclipse.org,org
478,message #151,Welcome to eclipse.blinki,http://www.eclipse.org/newsportal/thread.php?group=eclipse.blinki,www.eclipse.org,org
478,message #151,Welcome to eclipse.blinki,http://dev.eclipse.org/newslists/news.eclipse.blinki,dev.eclipse.org,org
478,message #151,Welcome to eclipse.blinki,http://genuitec.com/about/labs.html,genuitec.com,com
478,message #151,Welcome to eclipse.blinki,http://widget.vodafone.com/dev/,widget.vodafone.com,com
485,message #153,Welcome to the eclipse.dsdp.mtj newsgroup,http://www.eclipse.org/webmaster/faq.html,www.eclipse.org,org
485,message #153,Welcome to the eclipse.dsdp.mtj newsgroup,http://www.eclipse.org/webmaster/main.html,www.eclipse.org,org
502,message #154,Wiki Page created,http://wiki.eclipse.org/index.php/DSDP/TML,wiki.eclipse.org,org
502,message #154,Wiki Page created,http://www.agiledistributed.com/Agile-development-methodology.html,www.agiledistributed.com,com
510,message #155,"Delegating Drag and Drop, bug 10146",http://bugs.eclipse.org/bugs/show_bug.cgi?id=10146,bugs.eclipse.org,org
510,message #155,"Delegating Drag and Drop, bug 10146",http://www.eclipse.org/mail/index.html,www.eclipse.org,org
528,message #156,NAB compiling problem no makeflie in linux - help is just for Windows,http://www.eclipse.org/dsdp/nab/downloads.php,www.eclipse.org,org
528,message #156,NAB compiling problem no makeflie in linux - help is just for Windows,http://java.sun.com/j2se/1.4.2/download.html,java.sun.com,com
528,message #156,NAB compiling problem no makeflie in linux - help is just for Windows,http://www.widestudio.org/EE/download.html,www.widestudio.org,org
533,message #157,Welcome,http://wiki.eclipse.org/DSDP/RTSC,wiki.eclipse.org,org
551,message #162,TmL meeting at Linux World,http://www.linuxworldexpo.com/live/12/events/12SFO06A/conference/tracksessions//QMONYA04SH8M,www.linuxworldexpo.com,com
551,message #162,TmL meeting at Linux World,http://www.linuxworldexpo.com/live/12/events/12SFO06A,www.linuxworldexpo.com,com
572,message #164,BIRT 1.0 Requirements Now Available,http://www.eclipse.org/birt,www.eclipse.org,org
572,message #164,BIRT 1.0 Requirements Now Available,http://www.eclipse.org/ere,www.eclipse.org,org
572,message #164,BIRT 1.0 Requirements Now Available,http://www.actuate.com,www.actuate.com,com
594,message #168,new documentation bundles are available,http://wiki.eclipse.org/images/4/45/RTSC_Interface_Primer.zip,wiki.eclipse.org,org
594,message #168,new documentation bundles are available,http://wiki.eclipse.org/DSDP/RTSC,wiki.eclipse.org,org
602,message #169,How to add Filters to Navigator view ?,http://dev.eclipse.org/help21/index.jsp?topic=/org.eclipse.platform.doc.user/tasks/tasks-48b.htm,dev.eclipse.org,org
602,message #169,How to add Filters to Navigator view ?,http://bugs.eclipse.org/bugs/show_bug.cgi?id=1970,bugs.eclipse.org,org
610,message #171,"Next TM conf.call on Monday, Sept.26 at 9am pacific",http://www.eclipse.org/dsdp/tm,www.eclipse.org,org
643,message #175,technical followup from RTSC Creation Review,http://wiki.eclipse.org/DSDP/RTSC,wiki.eclipse.org,org
643,message #175,technical followup from RTSC Creation Review,https://eclipsecon.greenmeetingsystems.com/submissions/view/213,eclipsecon.greenmeetingsystems.com,com
669,message #178,NAB 0.9.6 available,http://www.eclipse.org/dsdp/nab/downloads.php,www.eclipse.org,org
669,message #178,NAB 0.9.6 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev,dev.eclipse.org,org
669,message #178,NAB 0.9.6 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev-jp,dev.eclipse.org,org
672,message #181,DSDP meeting Chicago CONFIRMED for Oct.12-14,http://www.eclipse.org/dsdp,www.eclipse.org,org
686,message #180,Device Debugging Project - Notes from 3-4 May,http://eclipse.org/proposals/eclipse-dsdp/index.html,eclipse.org,org
686,message #180,Device Debugging Project - Notes from 3-4 May,http://www.amis.com,www.amis.com,com
694,message #188,Mobile Linux releated Eclipse project,http://www.cs.tut.fi/~laika,www.cs.tut.fi,fi
694,message #188,Mobile Linux releated Eclipse project,http://www.eclipsecon.org/2006/Sub.do?id=216,www.eclipsecon.org,org
694,message #188,Mobile Linux releated Eclipse project,http://wiki.eclipse.org/index.php/DSDP/TML/TmLInitialProposal,wiki.eclipse.org,org
713,message #191,NAB 0.9.6-1 available,http://www.eclipse.org/dsdp/nab/downloads.php,www.eclipse.org,org
713,message #191,NAB 0.9.6-1 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev,dev.eclipse.org,org
713,message #191,NAB 0.9.6-1 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev-jp,dev.eclipse.org,org
722,message #194,Embedded Track at EclipseCon 2006!,http://www.eclipsecon.org/,www.eclipsecon.org,org
722,message #194,Embedded Track at EclipseCon 2006!,http://eclipseme.org/blog/2005/09/30/eclipseme-and-the-eclipse-mobile-tools-project/,eclipseme.org,org
740,message #198,Business Integration Engine (BIE),http://www.brunswickwdi.com/features,www.brunswickwdi.com,com
763,message #201,WSAD plugin development documentation,http://groups.yahoo.com/group/contributingtoeclipse/,groups.yahoo.com,com
778,message #202,notes from the technical followup today,http://www.WindRiver.com,www.WindRiver.com,com
778,message #202,notes from the technical followup today,http://MichaelScharf.blogspot.com/,MichaelScharf.blogspot.com,blogspot.com
785,message #205,Use case,http://www.actuate.com,www.actuate.com,com
797,message #208,additional notes on wiki,http://wiki.eclipse.org/index.php/DSDP/TML/TmLAdditionalNotes,wiki.eclipse.org,org
827,message #212,Package/plug-in naming and CVS organization suggestion,http://dev.eclipse.org/naming.html,dev.eclipse.org,org
835,message #215,Emulator framework discussion,http://eclipseme.org/docs/developer/extending.html,eclipseme.org,org
866,message #224,BIRT Report Object Model specs released,http://www.eclipse.org/erd/index.html,www.eclipse.org,org
874,message #226,TmL project creation review: dial-in number and passcode,http://www.eclipse.org/projects/,www.eclipse.org,org
874,message #226,TmL project creation review: dial-in number and passcode,http://www.eclipse.org/proposals/,www.eclipse.org,org
889,message #227,RTSC documentation is now online at http://rtsc.eclipse.org/docs,http://rtsc.eclipse.org/docs,rtsc.eclipse.org,org
965,message #246,DTP Consolidation Notes Now Online,http://www.eclipse.org/proposals/eclipse-dtp/f2f_notes.html,www.eclipse.org,org
977,message #247,Device Debugging and Target Management Meetings,https://intercall.webex.com/intercall/j.php?ED=88255522,intercall.webex.com,com
983,message #249,WideStudio build fails on Windows,http://www.eclipse.org/dsdp/nab/downloads.php,www.eclipse.org,org
983,message #249,WideStudio build fails on Windows,http://lvkwswpgoqty.com/,lvkwswpgoqty.com,com
983,message #249,WideStudio build fails on Windows,http://maqlisvjtcxu.com/,maqlisvjtcxu.com,com
983,message #249,WideStudio build fails on Windows,http://tlpkwgteeozh.com/,tlpkwgteeozh.com,com
983,message #249,WideStudio build fails on Windows,http://bltdqwmtntaj.com/,bltdqwmtntaj.com,com
983,message #249,WideStudio build fails on Windows,http://yxeijtbitdwa.com/,yxeijtbitdwa.com,com
983,message #249,WideStudio build fails on Windows,http://lfaxtggzunhd.com/,lfaxtggzunhd.com,com
1005,message #255,Webex: Target Management Meeting,https://intercall.webex.com/intercall/j.php?ED=88273012&UID=33408652,intercall.webex.com,com
1028,message #258,Vote for Eclipse,http://www.sys-con.com/java/readerschoice2003/liveupdate.cfm?BType=9,www.sys-con.com,com
1034,message #265,Embedded Track at EclipseCon 2006!,http://www.eclipsecon.org/,www.eclipsecon.org,org
1044,message #266,DSDP Project Approved?,http://www.eclipse.org/org/processes/index.html,www.eclipse.org,org
1081,message #275,Use cases,http://java.sun.com,java.sun.com,com
1081,message #275,Use cases,http://java.sun.com/developer/technicalArticles/javaone2005/naming.html,java.sun.com,com
1093,message #276,"we're interested (Apogee, Inc.)",http://apogee.com/stanley/,apogee.com,com
1114,message #283,Declaration of interest - AMI Semiconductor,http://www.amis.com,www.amis.com,com
1125,message #285,Eclipse Summit Europe - Embedded and Mobile Symposium,http://eclipsesummit.org/summiteurope2007/index.php?page=symposia/,eclipsesummit.org,org
1139,message #294,NAB 0.9.7 available,http://www.eclipse.org/dsdp/nab/downloads.php,www.eclipse.org,org
1139,message #294,NAB 0.9.7 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev,dev.eclipse.org,org
1139,message #294,NAB 0.9.7 available,https://dev.eclipse.org/mailman/listinfo/dsdp-nab-dev-jp,dev.eclipse.org,org
1147,message #296,Getting BIRT source,http://cvsgrab.sourceforge.net,cvsgrab.sourceforge.net,net
1147,message #296,Getting BIRT source,http://www.dreinhalb.de,www.dreinhalb.de,de
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/XDCtools_User%27s_Guide#The_xdc.runtime_package,rtsc.eclipse.org,org
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/Extending_xdc.runtime_Gates/Example_1,rtsc.eclipse.org,org
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/Introducing_RTSC,rtsc.eclipse.org,org
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/RTSC_Module_Primer,rtsc.eclipse.org,org
1155,message #297,RTSC and POSIX,http://www.eclipse.org/dsdp/rtsc/,www.eclipse.org,org
1155,message #297,RTSC and POSIX,https://www-a.ti.com/downloads/sds_support/targetcontent/rtsc/index.html,www-a.ti.com,com
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/Glossary#RTSC_IDL,rtsc.eclipse.org,org
1155,message #297,RTSC and POSIX,http://www.eclipse.org/projects/dev_process/development_process.php,www.eclipse.org,org
1155,message #297,RTSC and POSIX,http://rtsc.eclipse.org/docs-tip/RTSC_Coding_Conventions,rtsc.eclipse.org,org
1164,message #298,First TmL open phone meeting,http://wiki.eclipse.org/index.php/03_April_2007,wiki.eclipse.org,org
1178,message #304,"Mouse cursor hovering ""under"" WSCvbtn buttons?",http://www.widestudio.org/EE/ht-ref/objects.html,www.widestudio.org,org
1190,message #306,first TmL open phone meeting updated,http://wiki.eclipse.org/index.php/DSDP/TML/TmLOpenPhoneMeetings,wiki.eclipse.org,org
1206,message #309,"Next TM conf.call on Monday, Nov.7 at 9am pacific",http://www.eclipse.org/dsdp/tm,www.eclipse.org,org
1225,message #316,developers mailing list,https://dev.eclipse.org/mailman/listinfo/dsdp-tml-dev,dev.eclipse.org,org
1247,message #327,Welcome to eclipse.e4,http://www.eclipse.org/proposals/,www.eclipse.org,org
1247,message #327,Welcome to eclipse.e4,http://www.eclipse.org/newsportal/thread.php?group=eclipse.e4,www.eclipse.org,org
1247,message #327,Welcome to eclipse.e4,http://dev.eclipse.org/newslists/news.eclipse.e4,dev.eclipse.org,org
1255,message #328,Welcome to eclipse.epsilon,http://www.eclipse.org/proposals/,www.eclipse.org,org
1255,message #328,Welcome to eclipse.epsilon,http://www.eclipse.org/newsportal/thread.php?group=eclipse.epsilon,www.eclipse.org,org
1255,message #328,Welcome to eclipse.epsilon,http://dev.eclipse.org/newslists/news.eclipse.epsilon,dev.eclipse.org,org
1278,message #332,Welcome!,http://dev.eclipse.org/newslists/news.eclipse.modeling.gmt/,dev.eclipse.org,org
1282,message #333,What is e4?,http://wiki.eclipse.org/E4,wiki.eclipse.org,org
1282,message #333,What is e4?,http://en.wikipedia.org/wiki/Galileo#Church_controversy,en.wikipedia.org,org
1282,message #333,What is e4?,http://markmail.org/message/g53pck2cxv36uboc,markmail.org,org
1305,message #337,Re: [Epsilon] Moving to Modeling/GMT,http://epsilonlabs.wiki.sourceforge.net/EuGENia,epsilonlabs.wiki.sourceforge.net,net
1328,message #342,[Epsilon] Re: Eugenia problems,http://www.eclipse.org/gmt/epsilon/doc/EpsilonSVN.pdf,www.eclipse.org,org
1328,message #342,[Epsilon] Re: Eugenia problems,http://fheidenreich.de/temp/erm.ecore.zip,fheidenreich.de,de
1334,message #343,e4 Creation Review,http://www.eclipse.org/projects/whatsnew.php,www.eclipse.org,org
1334,message #343,e4 Creation Review,http://www.eclipse.org/projects/dev_process/development_process.php#6_3_Reviews,www.eclipse.org,org
1344,message #344,Re: unable to run patched version of org.eclipse.pde.build,https://bugs.eclipse.org/bugs/show_bug.cgi?id=224098,bugs.eclipse.org,org
1369,message #349,Will app isolation be supported in one Workbench (like tabs in Chrome)?,http://www.jcp.org/en/jsr/detail?id=121,www.jcp.org,org
1369,message #349,Will app isolation be supported in one Workbench (like tabs in Chrome)?,http://www.eclipse.org/newsportal/article.php?id=32986&group=eclipse.platform.rcp#32986,www.eclipse.org,org
1369,message #349,Will app isolation be supported in one Workbench (like tabs in Chrome)?,http://altair.cs.oswego.edu/pipermail/isolate-interest/2004-December/000226.html,altair.cs.oswego.edu,edu
1375,message #358,JUnits and Eclipse Test Framework,https://bugs.eclipse.org/bugs/show_bug.cgi?id=153429,bugs.eclipse.org,org
1381,message #362,Will UI auto adjust itself?,https://bugs.eclipse.org/bugs/show_bug.cgi?id=247942,bugs.eclipse.org,org
1393,message #368,What are those new plan items about?,https://bugs.eclipse.org/bugs/show_bug.cgi?id=252648,bugs.eclipse.org,org
1393,message #368,What are those new plan items about?,https://bugs.eclipse.org/bugs/show_bug.cgi?id=252650,bugs.eclipse.org,org
1393,message #368,What are those new plan items about?,https://bugs.eclipse.org/bugs/show_bug.cgi?id=252653,bugs.eclipse.org,org
1411,message #371,XML/Relational Mapping (XRM) Model contribution to Eclipse DTP,http://www.hitsw.com,www.hitsw.com,com
1411,message #371,XML/Relational Mapping (XRM) Model contribution to Eclipse DTP,http://www.eclipse.org/webtools/wst/components/rdb/WebPublishedSQLModel/SQLModel.htm,www.eclipse.org,org
1429,message #372,Re: Model instance transformation framework,http://www.eclipse.org/gmt/epsilon/doc/examples.php,www.eclipse.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,"http://books.google.co.uk/books?id=ff-9ZYhvPwwC&pg=PA303&lpg=PA303&dq=uri+fragment+emf&source=web&ots=yyUmE-sQxC&sig=gLEPEPJV5vbTgY5oS0LUmpJ2ZMw&hl=en&a;mp;sa=X&oi=book_result&resnum=3&ct=result#PPA303,M1",books.google.co.uk,co.uk
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.eclipse.org/gmt/epsilon/doc/EpsilonSVN.pdf,www.eclipse.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.omg.org/XMI,www.omg.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.w3.org/2001/XMLSchema-instance,www.w3.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.eclipse.org/emf/2002/Ecore,www.eclipse.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.eclipse.org/emf/2002/Ecore#//EString,www.eclipse.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.eclipse.org/emf/2002/Ecore#//EObject,www.eclipse.org,org
1432,message #376,[Epsilon] Make a reference from HUTN to an element of a pre-builded model,http://www.eclipse.org/uml2/2.1.0/UML,www.eclipse.org,org
1442,message #379,Problems building my own plugin template,http://www.ibm.com/developerworks/library/os-eclipse-pde,www.ibm.com,com
1450,message #380,xdc.runtime.knl,http://kato.homelinux.org/~tinker/cgi-bin/wiki.pl/API,kato.homelinux.org,homelinux.org
1450,message #380,xdc.runtime.knl,http://www.opengroup.org/onlinepubs/009695399/functions/pthread_cond_timedwait.html,www.opengroup.org,org
1495,message #396,first e4 milestone: 0.9 M1,http://download.eclipse.org/e4/downloads/drops/S-0.9M1-200902061045/index.html,download.eclipse.org,org
1495,message #396,first e4 milestone: 0.9 M1,http://download.eclipse.org/e4/downloads/drops/S-0.9M1-200902061045/e4-news-M1.html,download.eclipse.org,org
1538,message #408,Seeking feedback on Google Summer of Code project idea,http://www.eclipsecon.org/2009/sessions?id=657,www.eclipsecon.org,org
1538,message #408,Seeking feedback on Google Summer of Code project idea,http://docs.google.com/Doc?id=ddrn5wx9_1240gztszsg6,docs.google.com,com
1541,message #409,[HUTN] Null value on a reference,http://www.dsic.upv.es/~pginer/,www.dsic.upv.es,es
1541,message #409,[HUTN] Null value on a reference,http://www.eclipse.org/uml2/2.1.0/UML,www.eclipse.org,org
1541,message #409,[HUTN] Null value on a reference,http://www.eclipse.org/gmt/epsilon/doc/EpsilonSVN.pdf,www.eclipse.org,org
1584,message #423,Scala OSGi plugin template,http://www.scala-lang.org/,www.scala-lang.org,org
1584,message #423,Scala OSGi plugin template,http://neilbartlett.name/blog/2007/06/13/eclipse-pde-does-scala/,neilbartlett.name,name
1600,message #426,What is being implemented under DTP,http://sourceforge.net/project/showfiles.php?group_id=132863&package_id=148199,sourceforge.net,net
1600,message #426,What is being implemented under DTP,http://www.onjava.com/pub/a/onjava/2005/05/11/sqlexplorer.html,www.onjava.com,com
1600,message #426,What is being implemented under DTP,http://aftiplugins.com/datascope/index.html,aftiplugins.com,com
1600,message #426,What is being implemented under DTP,http://www.eclipse.org/datatools/f2fmeeting/f2f_notes.html,www.eclipse.org,org
1612,message #427,[ANN] Equinox: a new Eclipse Technology Project,http://eclipse.org/equinox,eclipse.org,org
1638,message #430,invitation to next open meeting,http://wiki.eclipse.org/index.php/DSDP/TML/Agenda17Apr07,wiki.eclipse.org,org
1641,message #431,Welcome to eclipse.technology.emft!,http://eclipse.org/emft/,eclipse.org,org
1641,message #431,Welcome to eclipse.technology.emft!,http://www.eclipse.org/webmaster/faq.html,www.eclipse.org,org
1641,message #431,Welcome to eclipse.technology.emft!,http://www.eclipse.org/webmaster/main.html,www.eclipse.org,org
1653,message #432,Welcome to eclipse.modeling.m2m,http://www.eclipse.org/proposals/m2m/,www.eclipse.org,org
1662,message #433,Welcome to eclipse.modisco,http://www.eclipse.org/proposals/,www.eclipse.org,org
1662,message #433,Welcome to eclipse.modisco,http://www.eclipse.org/newsportal/thread.php?group=eclipse.modisco,www.eclipse.org,org
1662,message #433,Welcome to eclipse.modisco,http://dev.eclipse.org/newslists/news.eclipse.modisco,dev.eclipse.org,org
1662,message #433,Welcome to eclipse.modisco,http://wiki.eclipse.org/MoDisco/Components/Workflow/Documentation/0.9,wiki.eclipse.org,org
1679,message #434,Welcome to eclipse.platform.jface,http://www.eclipse.org/proposals/,www.eclipse.org,org
1679,message #434,Welcome to eclipse.platform.jface,http://www.eclipse.org/newsportal/thread.php?group=eclipse.platform.jface,www.eclipse.org,org
1679,message #434,Welcome to eclipse.platform.jface,http://dev.eclipse.org/newslists/news.eclipse.platform.jface,dev.eclipse.org,org
1684,message #435,comments on the proposal,http://wiki.eclipse.org/Emfatic,wiki.eclipse.org,org
1684,message #435,comments on the proposal,http://wiki.eclipse.org/Gymnast,wiki.eclipse.org,org
1684,message #435,comments on the proposal,http://www.sts.tu-harburg.de/~mi.garcia/SoC2007/draftreport.pdf,www.sts.tu-harburg.de,de
1711,message #442,Welcome to JDT,http://www.eclipse.org/jdt/,www.eclipse.org,org
1711,message #442,Welcome to JDT,https://bugs.eclipse.org/bugs/show_bug.cgi?id=165512,bugs.eclipse.org,org
1711,message #442,Welcome to JDT,http://www-128.ibm.com/developerworks/java/library/j-jtp05236.html,www-128.ibm.com,com
1729,message #445,FW: Announcement:  DD/TM Meeting in Toronto,http://www.hilton.com/en/hi/hotels/index.jhtml,www.hilton.com,com
1742,message #447,"TM 2.0.1 Testing Thursday, Sep-13",http://wiki.eclipse.org/TM_2.0.1_Testing,wiki.eclipse.org,org
1742,message #447,"TM 2.0.1 Testing Thursday, Sep-13",http://www.eclipse.org/dsdp/tm,www.eclipse.org,org
1750,message #448,DOES NOT see my plugins(B Eclipse from A Eclipse),http://www.eclipse.org/articles/Your%20First%20Plug-in.html,www.eclipse.org,org
1768,message #449,OCL Question,http://bugs.eclipse.org/bugs/show_bug.cgi?id=109469,bugs.eclipse.org,org
1787,message #451,MoDisco sources just moved from old Technology CVS to new Modeling SVN,http://dev.eclipse.org/viewsvn/index.cgi/?root=Modeling_MODISCO,dev.eclipse.org,org
1787,message #451,MoDisco sources just moved from old Technology CVS to new Modeling SVN,http://www.sciences.univ-nantes.fr/lina/atl/,www.sciences.univ-nantes.fr,fr
