file_number,message_id,topic,link,domain,top_level_domain
700002,message #219175,Dynamic help content,http://www.keycontent.org/tiki-index.php?page=Eclipse%20Help%20System,www.keycontent.org,org
700002,message #219175,Dynamic help content,http://help.eclipse.org/stable/index.jsp?topic=/org.eclipse.platform.doc.user/concepts/help_view.htm,help.eclipse.org,org
700002,message #219175,Dynamic help content,http://help.eclipse.org/stable/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ua_help_context.htm,help.eclipse.org,org
700033,message #219185,Can't learn Eclipse GMF in 15 minutes,http://www.ibm.com/developerworks/opensource/library/os-ecl-gmf/,www.ibm.com,com
700088,message #219195,Error in launching build when upgrading from Eclipse 3.2 to 3.3/3.4,http://dev.eclipse.org/mhonarc/newsLists/news.eclipse.tools.cdt/msg05162.html,dev.eclipse.org,org
700094,message #219200,Detect unintended package dependencies as soon as you type.,http://andrei.gmxhome.de/jdepend4eclipse/index.html,andrei.gmxhome.de,de
700108,message #219202,How to zoom using gef?,http://www.redbooks.ibm.com/redbooks/pdfs/sg246302.pdf,www.redbooks.ibm.com,com
700113,message #219205,Web App Context,https://bugs.eclipse.org/bugs/show_bug.cgi?id=202541,bugs.eclipse.org,org
700113,message #219205,Web App Context,https://bugs.eclipse.org/bugs/show_bug.cgi?id=154833,bugs.eclipse.org,org
700130,message #219220,[Announce] GMF 2.1.2 2.1.3 is available,http://www.eclipse.org/modeling/gmf/downloads/?project=gmf&a;mp;showAll=1&hlbuild=R200902181028#R200902181028,www.eclipse.org,org
700130,message #219220,[Announce] GMF 2.1.2 2.1.3 is available,http://www.eclipse.org/modeling/gmf/news/relnotes.php?project=gmf&version=2.1.3,www.eclipse.org,org
700152,message #219231,Import EMF API,http://dev.eclipse.org/viewcvs/indextools.cgi/*checkout*/org.eclipse.emf/doc/org.eclipse.emf.doc/tutorials/clibmod/clibmod.html,dev.eclipse.org,org
700152,message #219231,Import EMF API,http://dev.eclipse.org/viewcvs/indextools.cgi/*checkout*/org.eclipse.emf/doc/org.eclipse.emf.doc/tutorials/xlibmod/xlibmod.html,dev.eclipse.org,org
700152,message #219231,Import EMF API,http://www.eclipse.org/modeling/emf/docs/,www.eclipse.org,org
700185,message #219237,GMF Book,http://my.safaribooksonline.com/9780321591364,my.safaribooksonline.com,com
700208,message #219248,how can I getFile() inside a TextEditor to remove the markers?,http://dev.eclipse.org/newslists/news.eclipse.platform/msg08303.html,dev.eclipse.org,org
700213,message #219265,What's new in 3.2?,http://www.eclipse.org/gef/plan/gef_plan_3_2.html,www.eclipse.org,org
700222,message #219268,casting error while connecting to oracle database,http://www.eclipse.org/newsportal/thread.php?group=eclipse.dtp,www.eclipse.org,org
700249,message #219270,Making figures sensitive to attributes of semantic elements,http://wiki.eclipse.org/GMF_Tips,wiki.eclipse.org,org
700252,message #219275,GMF CommandProxy and IUndoableOperation,https://bugs.eclipse.org/bugs/show_bug.cgi?id=125991,bugs.eclipse.org,org
700263,message #219276,custom JSP tag file validation,http://www.eclipse.org,www.eclipse.org,org
700263,message #219276,custom JSP tag file validation,https://bugs.eclipse.org/bugs/show_bug.cgi?id=204990,bugs.eclipse.org,org
700302,message #219285,Where's jdtcore.jar file located?,http://dev.eclipse.org/newslists/news.eclipse.newcomer/msg02979.html,dev.eclipse.org,org
700333,message #219295,Help System Redirection HTML Tags,https://hostname.domain.ibm.com/wbi/help/index.jsp?noframes=true,hostname.domain.ibm.com,com
700333,message #219295,Help System Redirection HTML Tags,https://blah.com/wbi/help/index.jsp,blah.com,com
700358,message #219305,XSL Tools 0.5M9 available,http://intellectualcramps.blogspot.com/2008/08/xsl-tools-05m9-milestone-available.html,intellectualcramps.blogspot.com,blogspot.com
700358,message #219305,XSL Tools 0.5M9 available,http://www.eclipse.org/downloads/download.php?file=/webtools/downloads/drops/R0.5/R-0.5-20080820002020/wtp-incubator-xsl-R-0.5-20080820002020.zip,www.eclipse.org,org
700360,message #219306,copy paste issue,http://www.moskitt.org/fileadmin/conselleria/documentacion/Presentaciones/MOSKitt-CopyPasteSupport.pdf,www.moskitt.org,org
700360,message #219306,copy paste issue,http://www.moskitt.org/fileadmin/conselleria/documentacion/,www.moskitt.org,org
700360,message #219306,copy paste issue,http://serdom.eu/ser/2008/07/02/eclipse-gmf-enabling-uuids-in-semantic-model-the-simplest-way,serdom.eu,eu
700360,message #219306,copy paste issue,http://wiki.eclipse.org/GMF_Newsgroup_Q_and_A#How_to_make_copy.2Fpaste_work_on_compartments.3F,wiki.eclipse.org,org
700360,message #219306,copy paste issue,http://www.moskitt.org/cas/repositorio/,www.moskitt.org,org
700360,message #219306,copy paste issue,http://serdom.eu/ser/2008/07/02/eclipse-gmf-enabling-uuids-in-semantic-,serdom.eu,eu
700360,message #219306,copy paste issue,http://wiki.eclipse.org/,wiki.eclipse.org,org
700360,message #219306,copy paste issue,http://serdom.eu/ser/2008/07/02/eclipse-gmf-enabling-uuids-in-,serdom.eu,eu
700394,message #219310,how to get source code for fixing a bug,http://www.eclipse.org/eclipse/faq/eclipse-faq.html#users_7,www.eclipse.org,org
700394,message #219310,how to get source code for fixing a bug,https://bugs.eclipse.org/bugs/show_bug.cgi?id=103302,bugs.eclipse.org,org
700466,message #219331,Deploying to or stopping a glassfish server that's already running,https://glassfishplugins.dev.java.net/,glassfishplugins.dev.java.net,net
700466,message #219331,Deploying to or stopping a glassfish server that's already running,http://www.eclipse.org/newsportal/article.php?id=16737&group=eclipse.webtools#16737,www.eclipse.org,org
700466,message #219331,Deploying to or stopping a glassfish server that's already running,http://www.habitsoft.com,www.habitsoft.com,com
700466,message #219331,Deploying to or stopping a glassfish server that's already running,https://bugs.eclipse.org/bugs/show_bug.cgi?id=207221,bugs.eclipse.org,org
700536,message #219345,Trigger CDT indexing,http://dev.eclipse.org/mhonarc/lists/cdt-dev/msg10485.html,dev.eclipse.org,org
700554,message #219353,adding new compiler to available toolchain,http://help.eclipse.org/help33/index.jsp?topic=/org.eclipse.cdt.doc.isv/guide/mbs/extensibilityGuide/Managed_Build_Extensibility.html,help.eclipse.org,org
700577,message #219356,Importing a remote directory into the workspace as a project,http://dev.eclipse.org/newslists/news.eclipse.platform/msg16912.html,dev.eclipse.org,org
700624,message #219370,[ant] javac fails from commandline but works in eclipse?,http://help.eclipse.org/help31/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ant_running_buildfiles_programmatically.htm,help.eclipse.org,org
700636,message #219371,Validation shows warnings for custom JSP tags with dynamic-attributes,https://bugs.eclipse.org/bugs/show_bug.cgi?id=197220,bugs.eclipse.org,org
700636,message #219371,Validation shows warnings for custom JSP tags with dynamic-attributes,https://bugs.eclipse.org/bugs/show_bug.cgi?id=155969,bugs.eclipse.org,org
700654,message #219383,Obtaining C-File location from IFunction,http://dev.eclipse.org/mhonarc/lists/cdt-dev/msg10984.html,dev.eclipse.org,org
700683,message #219389,Problem with Compartments and Connection,http://img518.imageshack.us/img518/6793/gmfmaphh0.jpg,img518.imageshack.us,us
700683,message #219389,Problem with Compartments and Connection,http://img168.imageshack.us/img168/2934/ecoreij7.jpg,img168.imageshack.us,us
700683,message #219389,Problem with Compartments and Connection,http://img413.imageshack.us/img413/1092/ecorediagramrw2.jpg,img413.imageshack.us,us
700683,message #219389,Problem with Compartments and Connection,http://img518.imageshack.us/img518/1260/applicationgk2.jpg,img518.imageshack.us,us
700704,message #219392,Global Events,http://www.eclipse.org/corona,www.eclipse.org,org
