file_number,message_id,topic,link,domain,top_level_domain
150171,message #47932,compile warnings pile up...,https://bugs.eclipse.org/bugs/show_bug.cgi?id=84409,bugs.eclipse.org,org
150171,message #47932,compile warnings pile up...,http://www.eclipse.org/ajdt,www.eclipse.org,org
164344,message #52557,[ATL]source code issue,http://www.eclipse.org/m2m/atl/download/#source,www.eclipse.org,org
123483,message #38586,[ATL] what formalism to use to represent model transformation ?,http://www.eclipse.org/gmt/amw/usecases/,www.eclipse.org,org
123483,message #38586,[ATL] what formalism to use to represent model transformation ?,http://www.eclipse.org/gmt/amw/usecases/interoperability/,www.eclipse.org,org
123483,message #38586,[ATL] what formalism to use to represent model transformation ?,http://www.eclipse.org/gmt/amw/usecases/compare/,www.eclipse.org,org
123483,message #38586,[ATL] what formalism to use to represent model transformation ?,http://wiki.eclipse.org/index.php/AMW#Graphical_development_of_ATL_transformations,wiki.eclipse.org,org
146014,message #46458,eclipse don't want to work on my Kubuntu,https://help.ubuntu.com/community/EclipseIDE,help.ubuntu.com,com
172221,message #55185,AOSD.06: Call For Contributions,http://aosd.net/conference,aosd.net,net
149860,message #47839,IBM/XML Editor Contri Encoding Problem,http://www.w3.org/1999/xhtml,www.w3.org,org
149860,message #47839,IBM/XML Editor Contri Encoding Problem,http://java.sun.com/JSP/Page,java.sun.com,com
122551,message #38207,Hyperlink support,http://www.eclipse.org/birt/ref/ROM_Scripting_SPEC.pdf,www.eclipse.org,org
122551,message #38207,Hyperlink support,http://www.eclipse.org/birt/ref/rom/index.html,www.eclipse.org,org
128857,message #40432,[ATL] Metamodel for XPDL - What XPDL Version?,http://wiki.eclipse.org/index.php/KM3#What_is_the_solution_to_use_blanks.2C_punctuation.2C_and.2For_special_characters_in_identifiers_.28e.g..2C_class_and_attribute_names.29.3F,wiki.eclipse.org,org
143566,message #45558,VE on Mac OS X,https://bugs.eclipse.org/bugs/show_bug.cgi?id=47716,bugs.eclipse.org,org
127023,message #39775,Mylyn 2.2 is now available,http://eclipse.org/mylyn/new/,eclipse.org,org
127023,message #39775,Mylyn 2.2 is now available,http://eclipse.org/mylyn/downloads/,eclipse.org,org
127023,message #39775,Mylyn 2.2 is now available,http://eclipse.org/mylyn/presentations/,eclipse.org,org
146828,message #46750,Eclipse Summit Europe CFP,http://www.eclipsecon.org/summiteurope2007/index.php?page=cfp/,www.eclipsecon.org,org
161636,message #51647,AJDT 1.2.0RC1 released for Eclipse 3.0,http://www.eclipse.org/ajdt/download.html,www.eclipse.org,org
161636,message #51647,AJDT 1.2.0RC1 released for Eclipse 3.0,http://www.eclipse.org/ajdt,www.eclipse.org,org
161636,message #51647,AJDT 1.2.0RC1 released for Eclipse 3.0,https://bugs.eclipse.org/bugs/buglist.cgi?short_desc_type=allwordssubstr&short_desc=&product=AJDT&target_milestone=1.2.0%20RC1&long_desc_type=allwordssubstr&long_desc=&bug_file_loc_type=allwordssubstr&bug_file_loc=&keywords_type=allwords&keywords=&bug_status=RESOLVED&bug_status=VERIFIED&bug_status=CLOSED&resolution=FIXED&emailtype1=substring&email1=&emailtype2=substring&email2=&bugidtype=include&bug_id=&votes=&changedin=&chfieldfrom=&chfieldto=Now&chfieldvalue=&cmdtype=doit&order=Reuse+same+sort+as+last+time&field0-0-0=noop&type0-0-0=noop&;value0-0-0=,bugs.eclipse.org,org
155403,message #49706,Listening to SQL Results,https://bugs.eclipse.org/bugs/show_bug.cgi?id=246536,bugs.eclipse.org,org
184798,message #59222,[Fwd: Re: Eclipse 3.1 Test Framwork : org.eclipse.ant.optional.junit\fragment.xml broken?],http://download.eclipse.org/eclipse/downloads/drops/R-3.1-200506271435/index.php,download.eclipse.org,org
105373,message #32540,ClassLoading/Security issue,https://bugs.eclipse.org/bugs/show_bug.cgi?id=30919,bugs.eclipse.org,org
131146,message #41268,Grid : When Headers meet Footers,http://home.tampabay.rr.com/bmerkey/examples/nonscroll-table-header.html,home.tampabay.rr.com,com
