,file_number,message_id,title,author
100,85708,message #266027,Running eclipse-based applciation as standalone?,Eclipse User
101,86269,message #267752,Trouble with helloworld class,Duane Blocker
102,87169,message #270486,Locating method use,Eclipse User
103,100012,message #305967,To Jason : XML DataSet Problem,Eclipse User
104,100963,message #308616,MuliPageEditorPart and properties view,Eclipse User
105,103368,message #315643,Preventing a perspective from being opened,Eclipse User
106,103487,message #315971,Eclipse for Vista 64-bit,Eclipse User
107,104256,message #318382,Removal of unused code.,Phill Perryman
108,104285,message #318483,"Eclipse flags error on html file, but htmltidy does not",Al Mising name
109,104342,message #318652,Re: TabbedPropertySheetPage,Alex Nan
110,105046,message #320949,How to say birt don't count pages,Eclipse User
111,105341,message #321919,Multi-lingual combo boxes,Eclipse User
112,105473,message #322302,JNI C->Java,Javier Rodriguez
113,106090,message #324232,Can you recommend some materials for adapting mechanism of Eclipse.,Mikai Yang
114,106904,message #326841,Setting parameters via API,Eclipse User
115,107288,message #328048,Putting labels as title in dimensions' crosstabs,Hans
116,108545,message #331754,[databinding] How to handle variable columns number,Nicolas Bihan
117,108584,message #331874,Thread interrupt during Job execution,Will Horn
118,108906,message #332810,WizardDialog default button,Eclipse User
119,109386,message #334249,How to handle shortcuts in editor with different targets ?,Thomas Kratz
120,109863,message #335680,update Site Problem,Eclipse User
121,111043,message #339069,Adding an encrypted password to a custom ODA implementation.,Eclipse User
122,113095,message #344987,Disable logging,Raheel Ashraf
123,113250,message #345428,XLS export & cell format,Alex Gfeller
124,113441,message #345979,Putting labels as title in dimensions' crosstabs,Hans
125,115257,message #351213,BIRT 2.2.1 Chart Run Time Error,Puttappaiah Muni
126,115391,message #351598,How to read the data from emf file for a script DataSet,Li Junhong
127,116561,message #354976,Query -> Available Items; DB2 JDBC,Eclipse User
128,117000,message #356235,Wrong results in crosstab,Hans
129,117195,message #356803,"java.lang.NullPointerException,	at org.eclipse.birt.chart.factory.Generator.getRowExpressions",Eclipse User
130,117704,message #358264,Show BIRT editor preview tab in RCP,Anders Vegh
131,118346,message #360118,"java.lang.NullPointerException,	at org.eclipse.birt.chart.factory.Generator.getRowExpressions",Eclipse User
132,118501,message #360584,"Problems with ""can shrink"" property for Table/Grid elements",Kirill A. Balod
133,118696,message #361159,Using Report Parameter in Chart Object Title,Eclipse User
134,119807,message #364965,How to pass a multi-value parameter to a database/DataSet,Lukas Svoboda
135,120878,message #368897,Change color of one cell in crosstab depending of non crosstab data (BIRT 2.5),fenix4life
136,121049,message #369490,TableEditors,Eclipse User
137,123228,message #376309,oAW error :'Couldn't find operation....',Eclipse User
138,123846,message #378653,How to reuse the generated context menus ?,Florian Georg
139,124709,message #381637,Error : No reader type with id svn has been registered with extension-point org.eclipse.buckminster.,SÃ©bastien LetÃ©liÃ©
140,126528,message #388718,Java Spider Help,niranjan
141,126634,message #389155,EcoreUtil find,Will
142,127548,message #392621,Interaction with models,George Sebastian
143,130230,message #403076,Refactoring / moving of EMF models?,Peter HÃ¤nsgen
144,130546,message #404323,Overriding references,Jerome Louvel
145,130786,message #405309,JMerge problem,Eclipse User
146,131867,message #409632,validating the diagram while saving,aashu aggarwal
147,88489,message #274232,How to handle multi-occurring properties in the property view,Eclipse User
148,89693,message #277427,"Eclipse Guru? Can you solve ""Master Table"" error",Eclipse User
149,90963,message #280876,can't find IFileEditorInput at runtime,Eclipse User
150,92331,message #284450,TableViewer SWT.VIRTUAL,Stefano Zaccaria
151,92462,message #284792,Dirty editor,Eclipse User
152,93385,message #287225,bundle not resolved,Pierce
153,94052,message #289132,can't launch eclipse on longhorn the 2nd time,Eclipse User
154,94340,message #289903,getting the lower-left corner dock ???,Eclipse User
155,95486,message #293193,Performance benchmarking,Eclipse User
156,95663,message #293774,how to invoke a wizard from code,Eclipse User
157,96170,message #295200,CVS - Problem with the path of libraries,Eclipse User
158,98130,message #300848,Fast First Page,Eclipse User
159,98207,message #301041,@WebService annotation,Eclipse User
160,98267,message #301212,Compatibility between 2.2.1 and 2.3,Hans
161,98400,message #301567,multiple masterpages (page orientation),Eclipse User
162,98963,message #303044,How can I turn off autoraise when eclipse receives focus,Eclipse User
163,132002,message #410151,How to set reference to another EObject?,Norbert  Schöpke
164,132146,message #410765,Is there a way to intorduce a PropertyDescriptor?,Eclipse User
165,134420,message #420595,Design question on commands/actions,Kristian Sons
166,136827,message #431827,Perspective and IFolderLayout,Thomas FRIOL
167,136842,message #431909,Dynamic subclassing of static model classes,Mario Winterer
168,136928,message #432139,Is my RCP app compliant with the Eclipse license ?,Arnaud
169,137316,message #433205,Update Manager,Eclipse User
170,139534,message #439798,is there a preferred RCP mechanism for updating editors based on model-changes caused in a view?,Paul E. Keyser
171,142195,message #447906,FireWire wrapper for Mac/Windows,Eclipse User
172,142608,message #449067,open external browser,Benjamin
173,143002,message #450288,Is there a way to specify background image of a control/composite?,Alex Shneyderman
174,143420,message #451621,Regarding Spinner widget in latest SWT swt-3.1M4-win32,Eclipse User
175,143610,message #452187,How to check/unchek an action from code?,Lukas Zapletal
176,143636,message #452270,Toggle Toolbar button,Mark Victory
177,144463,message #454782,Unable to dispose TableColumn,Neeraj
178,144528,message #454974,Tab Folder Background,Avneesh Jain
179,146202,message #460228,Disable Popup menu of the PERSPECTIVE BAR,Eclipse User
180,146603,message #461438,Multiline text in Table,Fabian Wolf
181,149891,message #471187,[Announce] MDT UML2TOOLS 0.7.0 RC3fix is available,Michael Golubev
182,151173,message #475572,OCL restrictions on profiles,Alexandre Torres
183,152390,message #479837,commandline way to open MAT with a dump,Randall Theobald
184,154170,message #485567,Using name of source file in generation,Marco 
185,154652,message #487173,HTML text typing undo lets view jump,Karsten Wutzke
186,155471,message #489804,Debugging portlet with remote debug,No real name
187,155915,message #491280,Using code formatting on PDT question,Bryan Mising name
188,157069,message #495220,Search text in files,J.Barnen 
189,157880,message #498392,Special characters get lost while posting them into currently focused input using display.post(),steve
190,158858,message #501696,Best practices for Equinox/p2 on Vista or later,Ben Vitale
191,160399,message #506780,Built in compiler can't find J2ME method,Mark
192,161797,message #511376,issues with RuleProvider on MacOS,Gabriel Erzse
193,161835,message #511527,Subversive and Generated Objects?,Eric Sterbenz
194,161907,message #511776,retrieve param from java,Nicola
195,164240,message #520046,Aggregator eats CPU and runs forever at 5%... with 3 update sites,Bernhard Merkle
196,164716,message #521642,error when accessing galileo update site with aggregator,Lars Fischer
197,165447,message #524150,Setup question: How do I connect to my JDK?,Burferd
198,166015,message #526134,serialization comment,majid 
199,166795,message #528803,Postscript page count,Paul 
200,167269,message #530370,opening file dependent views,Ben
201,167798,message #532213,finding out dependencies when building a product,Jesper Eskilson
202,167913,message #532591,[EuGENia]  Defining the list of Attributes  with static key and variable value.,Syed Imran
203,168461,message #534526,[ATL] wiki user guide on language small mistakes,Sébastien  Gandon
204,174192,message #554629,Eclipse new install problem on MAC OSX 10.6.4,Bill M
205,174264,message #554914,CDateTime editing behaviour,Marco Maccaferri
206,174911,message #557161,Axis2 webservice for tomcat 6 using eclipse wtp,Chang 
207,177025,message #563131,More about sldt,Yves YANG
208,177575,message #564542,Editor integration with Apogee?,Dan Connelly
209,178277,message #566464,New EclipseUML 2008 for Java,Vlad Varnica
210,179150,message #568873,OFMP demos,Frederic Conrotte
211,179718,message #570374,żźćśęńłóĄŻŹĆŚĘŃŁÓż,Piotr Maj
212,181195,message #574875,"Class of a dependant plugin, ""NoClassDefFoundError"".",Eclipse User
213,181557,message #576001,osgi.framework.extensions in Mac,Raymond Mising name
214,181771,message #576628,"[commercial, off-topic?] Need external review. Data models, meta-data and database integration for r",Eclipse User
215,182511,message #578876,XWT Triggers and Eclipse Helios,Mo P.
216,183219,message #581118,Multimedia problem,Eclipse User
217,184747,message #586234,Runtime Engine,Ivan
218,185001,message #587095,AspectJ with Device Developer,Igor
219,185551,message #588815,no xmi file generated when creating a new method element...,llauramelie
220,186168,message #590651,Circular Dependency Problem,Kishore Kushwaha
221,186819,message #592668,Looking for a way to recursively dump object references to a file,Eclipse User
222,186948,message #593091,Problem with Data Source Explorer,Stefan Drzazga
223,187897,message #596108,CVS Branching Error (Please help),Eclipse User
224,188539,message #598120,[ds tooling] Add Provided Services shows non available classes  3.5 RC1,Lars
225,189010,message #599501,New Process Framework Proposal comitter,Sigurd Hopen
226,189513,message #601076,[teneo] How to specify table generators?,user
227,189664,message #601506,Adding to the Palette,Bill
228,190642,message #604839,The tree of workspace,Caio Lima
229,190693,message #604979,New to Eclipse MDT not to UML,mdr 
230,191306,message #606853,Validation Exception with Teneo 0.7.5 (April 22) when moving to EMF 2.2.2,Sundeep Prakash
231,191949,message #609295,Re: How build DD Model with UML metamodel,Dimitrios Kolovos
232,192124,message #610082,[Compare] Non-eclipse context,user
233,193525,message #615198,Eclipse plugin to show an applet embedded,Eclipse User
234,193893,message #616689,SCA Tools creation review has been successful!,Stephane Drapeau
235,195013,message #621024,[Announce] EMFT COMPARE 1.0.0RC5 is available,Cedric Brun
236,195571,message #623202,New error in EMF,Michael Spertus
237,196164,message #625201,Remote service registration using OSGi Blueprint,Raj Saini
238,196250,message #625482,tagged value,dhikra 
239,196890,message #627815,How to deal with uml model fragments?,Bill Hinge
240,197158,message #628719,"1) Is Eclipse considered a ""Framework"" or a Multi-Lang IDE?",MyEmailList
241,197649,message #630259,Hide/Unhide a node,Jeno Jeyakumar Nathaniel
242,198310,message #632400,Project -> Properties -> HTML Preview Where is PHP equivalent?,machinegodzilla 
243,198384,message #632657,Possible STEM community Conference ?,James Kaufman
244,198553,message #633246,Contract opportunity for Birt/Jasper Java Developer,Tony 
245,198571,message #633293,An error occurred while collecting items,Rohan Kapur
246,201307,message #642955,Check version and path of gdb Eclipse uses,Markus 
247,201913,message #645169,Java Bean Problem,Ron A
248,203853,message #651778,quick start guide guide  (for netbeans convert?),glyphx Mising name
249,204538,message #654093,Generated Xtext FAQ,Stefan Henss
250,207240,message #663546,renderTask images not found when rendering pdf,John Missing name
251,208758,message #668746,OWL,Jorge 
252,209423,message #671326,[ATL] Looking for Packages,Mehdi Missing name
253,209433,message #671365,EMF Compare Documentation,Frank
254,210468,message #675684,help on p2 repository and update operation,Carmelo 
255,210658,message #676788,example use of the p2 model in b3,Henrik Lindberg
256,210777,message #677368,re-factoring rcp application structure,Luca Ferrari
257,216993,message #690737,Coolbar Mouse Listener,oinkl
258,217412,message #691570,Updating view if model of another view is changed,AmFreak Missing name
259,218095,message #692539,(no subject),Juergen Kissner
260,219000,message #694092,"VS user looking to learn Eclipse, some basic questions",johan.jons
261,219850,message #695310,EMF 2.7 with Eclipse 3.6,Arun Rajput
262,222258,message #699280,Reuse content assist from other EMF models,Marc Hamilton
263,232863,message #712280,test,Foo Bar
264,233989,message #713519,(no subject),Stefan Palme
265,234091,message #713716,deploying a war file in weblogic10.3,casperl90
266,234343,message #714294,Loading DSML file as EMF model,John Smith
267,234780,message #715245,Update (or even install) eclipse in Ubuntu from Galileo to Helios or late,Missing name Missing name
268,235499,message #716507,Bug 276800 - [1.5][compiler] Eclipse compiler shows error on javac-valid construct,David Killip
269,235798,message #717146,Problem in Canvas Redraw,Balaji 
270,244909,message #734294,How to manage icons manually while deploying eclipse product,vinny503 Missing name
271,256976,message #748819,IResourceSetProvider,Jan Ortmann
272,261327,message #754093,Unbelievable problem with MySql connection,elGringo 
273,261513,message #754701,Qooxdoo Errors,Raj 
274,261563,message #754858,Can the Formatter remove trailing whitespace in comments?,Arin Lipman
275,262681,message #758716,"project names are not visible in ""Project Explorer""  window",vinny503 Missing name
276,266327,message #765609,Best practice: How do you debug RC code?,Andreas Scharf
277,266753,message #766309,Element root not accessible via DocumentRoot EObject.,epi 
278,285273,message #790811,unable to launch,yasin alm
279,286311,message #791999,Adding combo box on toolbar of eclipse,Syamkumar Cheedela
280,293080,message #800513,Setting Workspace Location,Ludwig Moser
281,298386,message #806882,Extending the ContentOutline,Missing name Missing name
282,304195,message #813979,[ACCELEO] Using OCL Invocation and Setting delegates,Filip Krikava
283,308298,message #819002,Combobox with content,Torben Hensgens
284,309684,message #820774,Processing of installation export file (p2f)?,Stephan Herrmann
285,314487,message #826625,migrating to Xtext 2.3 and ITreeAppendable,Lorenzo Bettini
286,332028,message #847385,virgo ide installation failed,abrams zeng
287,338079,message #854377,Loading XMI files in Eclipse Indigo,Juan Castel
288,355484,message #877119,author for lynda.com,Mark Niemann-Ross
289,358073,message #880713,"New to Eclipse, not sure what version is right for my app.",Jeremy Booth
290,365807,message #891036,preprocessor before parsing needed,Michael Missing name
291,366806,message #893313,Diagram does not refresh correctly,Matthias N
292,367148,message #894401,Giving the lexer a different stream,Prajeet Missing name
293,367365,message #895174,Multiple values for dynamic parameter,A R
294,367803,message #896810,Re: Save reference of input of a Part,Thomas Schindl
295,368116,message #897815,[CDO] Pessimistic lock with EMF Transaction,Esteban Dugueperoux
296,368751,message #899187,IBM Usability Session for Eclipse Developers,Laura Fowler
297,369170,message #900710,Procedure to create Fragment project and build using Buckminster,Yugandhar M
298,420728,message #964200,Virgo 3.6.0.M03,Glyn Normington
299,440218,message #985818,Refreshing the pages,Bertin Kiekebosch
300,440862,message #988307,LTW not working in Eclipse Juno,Helge Mising name
301,441379,message #990219,The copies of profile epp.package.jee are not in sync.,sandeep gaikwad
302,446545,message #997422,Questions about Nattable capabilities,vincent lorenzo
303,448574,message #1000335,JUnit Support extensibility : run tests from classpath jars,Fred Bricon
304,457837,message #1016153,AbstractCSSEngine MalFormedURLException in a deployed RCP product,Quang Tran
305,470255,message #1034259,Menucontribution only for resources contained in projects with a certain nature,Robert Gruendler
306,477164,message #1042451,Using Left Join without metamodel classes,Alexandre Alves
307,479228,message #1045097,includes and links of libraries,chen shoval
308,487327,message #1058231,Rus as ... Ever as CLI,f341303@rmqkr.net f341303@rmqkr.net
309,487858,message #1059927,Eclipse RCP 3.x - Updating IStatusLineManager of Workbench,Tomas Kramaric
310,488234,message #1061240,Map,Vassili Safonov
311,489056,message #1063775,Ctrl+ (C/X/A) doesn't work with Mozilla Browser with Eclipse E4 on Windows,Angelo ZERR
312,489264,message #1064497,Problem with SWTBot after upgrading to Eclipse 4.2 and 4.3,Noga Rotman
313,489972,message #1066988,Xtext - Recursive grammar,chris yo
314,492881,message #1071572,Copy And Paste of graphical Elements,Rahul Dev Mishra
315,496122,message #1075915,Installing Eclipse Standard and Eclipse IDE for Java EE Developers,Abhinav Kumar
316,497781,message #1078061,First time checkout of remote tracking branch,Marcus Warm
317,514207,message #1097077,Xtext project from existing ecore models,Mathias Weber
318,518651,message #1102218,Graphical Editor: Modify automatic layout,Studs Terkel
319,522455,message #1106503,Creat automatically element in the current resource,junior developer
320,531722,message #1117159,JGit - How to specify commit message for merge commit?,EungJun Yi
321,535605,message #1121347,Stardust - Process Diagram View,Krzysztof Kaczkowski
322,551972,message #1139137,Looking for an EObject inside an EList,d 627
323,560031,message #1147671,Adding hyperlink capabilities for text displayed on Text,Kivanc Muslu
324,566166,message #1154279,Set the size of a SWT Application,Jeremie Bresson
325,627341,message #1218468,Formatter on files with different line-endings,Siber Just Siber
326,628051,message #1219680,Call xtend function in java,Caroline Smith
327,652936,message #1249612,"Generated files, SVN and ""Replaced (Not Added)""",M. Herrmann
328,672541,message #1271282,Test topic - bug 430302,Denis Roy
329,728528,message #1330113,"Another ""Ambiguous variable type defintions"" problem",Emre T
330,739724,message #1341611,Papyrus model to emf/uml2 - stereotypes get lost,Mathias Krill
331,764858,message #1367356,Failure of executing StupidModel,Jimin Hwa
332,781731,message #1385897,[Acceleo] unresolved proxy,Wilbert Alberts
333,782021,message #1386904,Xtext reference does work when importing a file,Félix SILINOU KAMDEM
334,796350,message #1404127,Limit Character Lenght in Column,Daniel Hudson
335,798713,message #1407433,EMF Proxy Resolving,Peter Obermeier
336,801581,message #1410808,Trying to manually install mylyn using copy&paste for Ubuntu eclipse luna,Yongshin Kim
337,834264,message #1448628,Line by line code performance analysis,Santosh G N
338,834909,message #1449375,text in TableCombo shows only one column,Riadh HAJ AMOR
339,847558,message #1463247,Eclipse unable to clean build output,Andrew ''Bass'' Shcheglov
340,879289,message #1497058,Xtext rcp e/4 app,serhat gezgin
341,879348,message #1497128,How do I programmatically select an EMF element in the Project Explorer?,Paul C. Brown
342,1010177,message #1632893,EMF diagram search,Emil Peric
343,1014339,message #1637279,copyArea() no longer working,Tim Thomas
344,1065924,message #1693183,Arrange All -> how to parameter the arrangement function ?,Lola Masson
345,1066659,message #1695690,Sort junit view by name instead of execution order,Max Rydahl Andersen
346,1067089,message #1697153,Creating a custom installer for a project outside the Project Catalogue,Andrew Bennett
347,1067160,message #1697399,[SOLVED] how to get value of childcount to put on variable,jeremie gr
348,1067233,message #1697630,Creating Graphiti Diagrams,Ayoub Makroz
349,1068800,message #1702780,default Java runtime,Joerg Buchberger
350,1069384,message #1705344,setting org.eclipse.emf.ecore.factory_override,Richard Melvin
351,1069855,message #1706788,Extending Wizard to create a new Xtext-Project,Tamara Machowa
352,1069974,message #1707219,"Eclipse, PHP, mySQL and WAMP Server",Trevor Reeves
353,1071225,message #1711413,Problems with Preview,Anderson Teixeira
354,1072603,message #1716095,Connection between Kura,Said Ucar
355,1073736,message #1719767,Automation : how to access ModuleHandler(s)?,Karel Goderis
356,1074451,message #1722302,ClassNotFoundException if injecting an own service,Ralf Heydenreich
357,1074598,message #1722782,"""Interrupted Selection"" creates Multiselection effect",Ludwig Moser
358,1076644,message #1729679,Actionscript Editor,Dan Rossi
359,1077039,message #1730931,STEM wiki updates,James Kaufman
360,1077266,message #1731665,Modelling system behavior with Papyrus,David Arndt
361,1077502,message #1732425,XML encoding in TTCN-3 and Titan part II: example,Elemer Lelik
362,1077854,message #1733423,[neon] Async loading on form,Nejc Gasper
363,1079096,message #1737310,[Feature] Code-assist : Get class name as string,Florent HAZARD
364,1079868,message #1739716,Self generalization,Fay Florian
365,1081317,message #1743773,Add platform binaries (SWT) to target platform,Christian Pontesegger
366,1082236,message #1746755,Default constructor & faulty warning,Harry Houdini
367,1082541,message #1747970,TITAN Support of TTCN-3 Extension Package,Wenbin LI
368,1082895,message #1749211,{SWT Shell} How to open pdf file with the SWT shell ?,Sumit Fataniya
369,1084142,message #1753300,Mutliline string concatenation,Daniel Millard
370,1084954,message #1756182,Understanding of Triggers,Malte Brunnlieb
371,1085985,message #1760988,test,Andrew Millspaugh
372,1086535,message #1764612,Console pops up by hovering over method in Neon,Lukas S
373,1087813,message #1769220,Define an int array return type,Waqas Ilyas
374,1088144,message #1770297,"PRINCIPAL SOFTWARE ENGINEER  (full-stack Eclipse incl. EMF, RAP etc.)",Ulrich Lang
375,1089666,message #1775221,GEF Context Menu Caching Language Preference,sean cronin
376,1089884,message #1775899,include path not found,Joseph Yoo
377,1090459,message #1777966,Jubula 8.5  can't catpute controls in Ubuntu 16.04,minhang kang
378,1092079,message #1782994,How to find the virtual DNS configuration widows？,Barry wan
379,1092979,message #1786057,Eclipse Won't Open Suddenly (Resolved),Arthur White
380,1092987,message #1786095,Cannot execute Orion Server,Eclipse User
381,1094111,message #1791945,Check if eclips can be used in our project,Ilan Hindy
382,1095951,message #1797502,Running STEM,Samantha Berman
383,1096042,message #1797772,Timer reschedule(),Jon Evans
